i,d,y_obs,y_sim,y_mix,rolling_avg_365
3,2029-08-03,,49.2053500838319,49.2053500838319,47.949658204625116
3,2029-08-04,,48.91757471173402,48.91757471173402,47.883519166291975
3,2029-08-05,,48.62589609440536,48.62589609440536,47.81738280131234
3,2029-08-06,,48.33031475918772,48.33031475918772,47.75124910883059
3,2029-08-07,,48.03083238829982,48.03083238829982,47.685118087200294
3,2029-08-08,,47.72745181833968,47.72745181833968,47.61898973398462
3,2029-08-09,,47.42017703944505,47.42017703944505,47.55286404595719
3,2029-08-10,,47.10901319411285,47.10901319411285,47.48674101910289
3,2029-08-11,,46.79396657567728,46.79396657567728,47.420620648619135
3,2029-08-12,,46.47504462644757,46.47504462644757,47.354502928917285
3,2029-08-13,,46.152255935505664,46.152255935505664,47.2883878536243
3,2029-08-14,,45.82561023616466,45.82561023616466,47.2222754155846
3,2029-08-15,,45.49511840308841,45.49511840308841,47.15616560686221
3,2029-08-16,,45.16079244907365,45.16079244907365,47.09005841874309
3,2029-08-17,,44.822645521495176,44.822645521495176,47.023953841737715
3,2029-08-18,,44.48069189841539,44.48069189841539,46.957851865583926
3,2029-08-19,,56.36203839850046,56.36203839850046,46.92525135983657
3,2029-08-20,,57.92315002522772,57.92315002522772,46.89788803842676
3,2029-08-21,,57.56987322551822,57.56987322551822,46.870527282477426
3,2029-08-22,,57.21285805993836,57.21285805993836,46.84316907866838
3,2029-08-23,,56.85212438996555,56.85212438996555,46.815813412924136
3,2029-08-24,,56.48769317744268,56.48769317744268,46.78846027041823
3,2029-08-25,,56.119586478374885,56.119586478374885,46.76110963557746
3,2029-08-26,,55.74782743640286,55.74782743640286,46.73376149208663
3,2029-08-27,,53.46180897062315,53.46180897062315,46.70118121657728
3,2029-08-28,,57.23725122768878,57.23725122768878,46.67998540371212
3,2029-08-29,,59.10695187951596,59.10695187951596,46.66496262361247
3,2029-08-30,,58.72083640864527,58.72083640864527,46.64994226228108
3,2029-08-31,,58.33120037675944,58.33120037675944,46.634924299769196
3,2029-09-01,,57.93807329837519,57.93807329837519,46.61990871541818
3,2029-09-02,,57.54148572106604,57.54148572106604,46.604895487865726
3,2029-09-03,,57.141469216422784,57.141469216422784,46.58988459505204
3,2029-09-04,,56.73805637071105,56.73805637071105,46.574876014226504
3,2029-09-05,,54.079013686271736,54.079013686271736,46.55369912719003
3,2029-09-06,,53.66890992740748,53.66890992740748,46.532524504594875
3,2029-09-07,,53.255513576408056,53.255513576408056,46.51135212165893
3,2029-09-08,,52.83886117885089,52.83886117885089,46.490181952937334
3,2029-09-09,,52.418990243829846,52.418990243829846,46.46901397233002
3,2029-09-10,,51.99593923285593,51.99593923285593,46.4478481530894
3,2029-09-11,,51.569747548475775,51.569747548475775,46.42668446782832
3,2029-09-12,,51.14045552261178,51.14045552261178,46.405522888528154
3,2029-09-13,,50.70810440462732,50.70810440462732,46.38436338654705
3,2029-09-14,,50.27273634912016,50.27273634912016,46.363205932628496
3,2029-09-15,,49.83439440344858,49.83439440344858,46.34205049690989
3,2029-09-16,,49.39312249499295,49.39312249499295,46.320897048931414
3,2029-09-17,,48.9489654181564,48.9489654181564,46.26624667705836
3,2029-09-18,,48.50196882111004,48.50196882111004,46.20636362393443
3,2029-09-19,,48.052179192284754,48.052179192284754,46.14648246367889
3,2029-09-20,,47.59964384661413,47.59964384661413,46.08660316353493
3,2029-09-21,,47.14441091153398,47.14441091153398,46.02672569019531
3,2029-09-22,,46.68652931274,46.68652931274,45.96685000981216
3,2029-09-23,,46.22604875971,46.22604875971,45.9069760880071
3,2029-09-24,,45.76301973099432,45.76301973099432,45.84710388988133
3,2029-09-25,,45.297493459278215,45.297493459278215,45.792467986341975
3,2029-09-26,,44.82952191622129,44.82952191622129,45.73783373516461
3,2029-09-27,,44.3591577970784,44.3591577970784,45.683201099951816
3,2029-09-28,,43.886454505105895,43.886454505105895,45.628570043828034
3,2029-09-29,,43.41146613575924,43.41146613575924,45.573940529450354
3,2029-09-30,,42.93424746068497,42.93424746068497,45.519312519019685
3,2029-10-01,,42.454853911513,42.454853911513,45.4646859742919
3,2029-10-02,,41.97334156345344,41.97334156345344,45.41006085658913
3,2029-10-03,,41.48976711870318,41.48976711870318,45.35543712681122
3,2029-10-04,,41.00418788966644,41.00418788966644,45.30081474544731
3,2029-10-05,,40.51666178199565,40.51666178199565,45.24619367258754
3,2029-10-06,,40.02724727745582,40.02724727745582,45.1915738679348
3,2029-10-07,,39.53600341661899,39.53600341661899,45.136955290816765
3,2029-10-08,,39.04298978139324,39.04298978139324,45.0823379001978
3,2029-10-09,,38.54826647739114,38.54826647739114,45.027721654691206
3,2029-10-10,,38.05189411614398,38.05189411614398,44.97310651257139
3,2029-10-11,,37.55393379716554,37.55393379716554,44.918492431786284
3,2029-10-12,,37.05444708987183,37.05444708987183,44.86387936996974
3,2029-10-13,,36.55349601536176,36.55349601536176,44.809267284454066
3,2029-10-14,,48.27823444220553,48.27823444220553,44.788155012869396
3,2029-10-15,,49.685173716728585,49.685173716728585,44.772278237712214
3,2029-10-16,,49.18020590793186,49.18020590793186,44.756402309170404
3,2029-10-17,,48.674025964191415,48.674025964191415,44.74052718349724
3,2029-10-18,,48.16669788724255,48.16669788724255,44.72465281670846
3,2029-10-19,,47.65828601857169,47.65828601857169,44.70877916459522
3,2029-10-20,,47.14885502037625,47.14885502037625,44.69290618273718
3,2029-10-21,,46.63846985643112,46.63846985643112,44.67703382651569
3,2029-10-22,,44.21656446753249,44.21656446753249,44.655927444810935
3,2029-10-23,,43.704466973515984,43.704466973515984,44.63482159896324
3,2029-10-24,,43.19161182188391,43.19161182188391,44.61371624383835
3,2029-10-25,,42.67806498967295,42.67806498967295,44.592611334156786
3,2029-10-26,,42.16389265859913,42.16389265859913,44.571506824507274
3,2029-10-27,,41.6491611954738,41.6491611954738,44.55040266936017
3,2029-10-28,,41.133937132564135,41.133937132564135,44.529298823080914
3,2029-10-29,,40.61828714790586,40.61828714790586,44.50819523994354
3,2029-10-30,,40.10227804557167,40.10227804557167,44.48709187414424
3,2029-10-31,,39.58597673590294,39.58597673590294,44.46598867981487
3,2029-11-01,,39.06945021570993,39.06945021570993,44.444885611036554
3,2029-11-02,,38.55276554844641,38.55276554844641,44.423782621853256
3,2029-11-03,,38.03598984436411,38.03598984436411,44.402679666285394
3,2029-11-04,,37.51919024065431,37.51919024065431,44.38157669834344
3,2029-11-05,,37.00243388158047,37.00243388158047,44.360473672041515
3,2029-11-06,,36.48578789860931,36.48578789860931,44.33937054141103
3,2029-11-07,,35.96931939054552,35.96931939054552,44.31826726051425
3,2029-11-08,,35.45309540367587,35.45309540367587,44.29716378345791
3,2029-11-09,,34.937182911929604,34.937182911929604,44.27606006440681
3,2029-11-10,,34.42164879705955,34.42164879705955,44.25495605759734
3,2029-11-11,,33.906559828850625,33.906559828850625,44.23385171735104
3,2029-11-12,,33.39198264536176,33.39198264536176,44.179248117501444
3,2029-11-13,,32.87798373320661,32.87798373320661,44.11940948685164
3,2029-11-14,,32.36462940787867,32.36462940787867,44.05957038637558
3,2029-11-15,,31.851985794128403,31.851985794128403,43.9997307708703
3,2029-11-16,,31.340118806394983,31.340118806394983,43.939890595285206
3,2029-11-17,,30.829094129301268,30.829094129301268,43.88004981473545
3,2029-11-18,,30.318977198217112,30.318977198217112,43.82020838451522
3,2029-11-19,,29.80983317989567,29.80983317989567,43.760366260110935
3,2029-11-20,,29.301726953189515,29.301726953189515,43.70575800353041
3,2029-11-21,,28.79472308985209,28.79472308985209,43.65114896436806
3,2029-11-22,,28.28888583542951,28.28888583542951,43.59653909876582
3,2029-11-23,,27.784279090249825,27.784279090249825,43.541928363110216
3,2029-11-24,,27.2809663905135,27.2809663905135,43.487316714045214
3,2029-11-25,,26.779010889492127,26.779010889492127,43.421322102353734
3,2029-11-26,,26.278475338840373,26.278475338840373,43.349155896600166
3,2029-11-27,,25.779422070026847,25.779422070026847,43.2769886490418
3,2029-11-28,,25.28191297588883,25.28191297588883,43.20482031747993
3,2029-11-29,,24.78600949231775,24.78600949231775,43.13265086003664
3,2029-11-30,,24.29177258007892,24.29177258007892,43.060480235167184
3,2029-12-01,,23.79926270677244,23.79926270677244,42.98830840167225
3,2029-12-02,,23.30853982893984,23.30853982893984,42.9161353187102
3,2029-12-03,,22.81966337432169,22.81966337432169,42.85013154057339
3,2029-12-04,,22.33269222427249,22.33269222427249,42.784126432407376
3,2029-12-05,,21.847684696336408,21.847684696336408,42.71811995451553
3,2029-12-06,,21.364698526990185,21.364698526990185,42.65211206760656
3,2029-12-07,,20.883790854558065,20.883790854558065,42.58610273280613
3,2029-12-08,,20.405018202303665,20.405018202303665,42.52009191166836
3,2029-12-09,,32.15552787584494,32.15552787584494,42.487578446773874
3,2029-12-10,,33.591823595381385,33.591823595381385,42.460298026296975
3,2029-12-11,,33.119788742868984,33.119788742868984,42.43301600682892
3,2029-12-12,,32.65010852129249,32.65010852129249,42.405732351750075
3,2029-12-13,,32.18283613153222,32.18283613153222,42.37844702492483
3,2029-12-14,,31.718024061951997,31.718024061951997,42.35115999071226
3,2029-12-15,,31.25572407286775,31.25572407286775,42.3238712139767
3,2029-12-16,,30.795987181230167,30.795987181230167,42.29658066009811
3,2029-12-17,,28.428232340196743,28.428232340196743,42.26405368866636
3,2029-12-18,,27.973771645584996,27.973771645584996,42.231524872439245
3,2029-12-19,,27.52202248924094,27.52202248924094,42.19899417840451
3,2029-12-20,,27.07303276595412,27.07303276595412,42.16646157410555
3,2029-12-21,,26.626849553953505,26.626849553953505,42.13392702765105
3,2029-12-22,,26.18351910097602,26.18351910097602,42.10139050772438
3,2029-12-23,,25.743086810581488,25.743086810581488,42.06885198359295
3,2029-12-24,,25.30559722871673,25.30559722871673,42.0363114251172
3,2029-12-25,,24.871094030533804,24.871094030533804,42.00376880275959
3,2029-12-26,,24.43962000746575,24.43962000746575,41.97122408759328
3,2029-12-27,,24.01121705456402,24.01121705456402,41.93867725131077
3,2029-12-28,,23.58592615810083,23.58592615810083,41.906128266232216
3,2029-12-29,,23.16378738344102,23.16378738344102,41.87357710531362
3,2029-12-30,,22.74483986318578,22.74483986318578,41.84102374215488
3,2029-12-31,,22.329121785592815,22.329121785592815,41.808468151007546
3,2030-01-01,,21.9166703832758,21.9166703832758,41.77591030678248
3,2030-01-02,,21.507521922186537,21.507521922186537,41.74335018505726
3,2030-01-03,,21.101711690883494,21.101711690883494,41.71078776208342
3,2030-01-04,,20.699273990089207,20.699273990089207,41.67822301479346
3,2030-01-05,,20.300242122540148,20.300242122540148,41.6456559208077
3,2030-01-06,,19.904648383131978,19.904648383131978,41.61308645844086
3,2030-01-07,,19.512524049362945,19.512524049362945,41.547015726121835
3,2030-01-08,,19.123899372078185,19.123899372078185,41.47570797784396
3,2030-01-09,,18.738803566518413,18.738803566518413,41.40439780035889
3,2030-01-10,,18.357264803674347,18.357264803674347,41.33308517482116
3,2030-01-11,,17.979310201950405,17.979310201950405,41.261770083109695
3,2030-01-12,,17.604965819140254,17.604965819140254,41.19045250783321
3,2030-01-13,,21.388688882659498,21.388688882659498,41.13051443846671
3,2030-01-14,,23.273905919332023,23.273905919332023,41.07674444772662
3,2030-01-15,,22.910537820150413,22.910537820150413,41.02820653199271
3,2030-01-16,,22.550873415484094,22.550873415484094,40.97966607052612
3,2030-01-17,,22.194933350763105,22.194933350763105,40.9311230496573
3,2030-01-18,,21.842737169325368,21.842737169325368,40.882577456474074
3,2030-01-19,,21.494303306633476,21.494303306633476,40.83402927882543
3,2030-01-20,,21.149649084819384,21.149649084819384,40.78547850532518
3,2030-01-21,,18.556523618601844,18.556523618601844,40.73075453059098
3,2030-01-22,,18.219476166318135,18.219476166318135,40.67602793954034
3,2030-01-23,,17.886253591721527,17.886253591721527,40.621298723100715
3,2030-01-24,,17.556868715679094,17.556868715679094,40.566566872976445
3,2030-01-25,,17.231333223421174,17.231333223421174,40.511832381651224
3,2030-01-26,,16.909657661083543,16.909657661083543,40.45709524239033
3,2030-01-27,,16.59185143258656,16.59185143258656,40.40235544924257
3,2030-01-28,,16.277922796852476,16.277922796852476,40.34761299704214
3,2030-01-29,,15.967878865361454,15.967878865361454,40.29286788141003
3,2030-01-30,,15.661725600047202,15.661725600047202,40.23812009875543
3,2030-01-31,,15.35946781153267,15.35946781153267,40.183369646276724
3,2030-02-01,,15.061109157706571,15.061109157706571,40.128616521962336
3,2030-02-02,,14.766652142640911,14.766652142640911,40.073860724591334
3,2030-02-03,,26.70318952999148,26.70318952999148,40.052601134320476
3,2030-02-04,,28.32716999136404,28.32716999136404,40.03657347724025
3,2030-02-05,,28.044421369780142,28.044421369780142,40.02054314818691
3,2030-02-06,,27.765572855383414,27.765572855383414,40.00451014910333
3,2030-02-07,,27.490621178881767,27.490621178881767,39.98847448272254
3,2030-02-08,,27.21956191784603,27.21956191784603,39.9724361525668
3,2030-02-09,,26.95238949801868,26.95238949801868,39.9563951629467
3,2030-02-10,,26.68909719496338,26.68909719496338,39.94035151895975
3,2030-02-11,,24.519045830723517,24.519045830723517,39.91907062017298
3,2030-02-12,,24.263488997476976,24.263488997476976,39.897787079569106
3,2030-02-13,,24.011785228217192,24.011785228217192,39.8765009045966
3,2030-02-14,,23.763923221085182,23.763923221085182,39.85521210348351
3,2030-02-15,,23.51989053738288,23.51989053738288,39.83392068523497
3,2030-02-16,,23.27967360525369,23.27967360525369,39.81262665963062
3,2030-02-17,,23.04325772369878,23.04325772369878,39.791330037221606
3,2030-02-18,,22.810627066927275,22.810627066927275,39.77003082932754
3,2030-02-19,,22.581764689039435,22.581764689039435,39.748729048033105
3,2030-02-20,,22.356652529041117,22.356652529041117,39.7274247061845
3,2030-02-21,,22.13527141618844,22.13527141618844,39.70611781738564
3,2030-02-22,,21.91760107566056,21.91760107566056,39.68480839599411
3,2030-02-23,,21.70362013455949,21.70362013455949,39.66349645711694
3,2030-02-24,,21.49330612823453,21.49330612823453,39.64218201660613
3,2030-02-25,,21.28663550692996,21.28663550692996,39.620865091053936
3,2030-02-26,,21.083583642753933,21.083583642753933,39.59954569778798
3,2030-02-27,,20.88412483696606,20.88412483696606,39.57822385486615
3,2030-02-28,,20.688232327582178,20.688232327582178,39.5568995810712
3,2030-03-01,,20.495878297293643,20.495878297293643,39.535572895905204
3,2030-03-02,,20.30703388169891,20.30703388169891,39.514243819583825
3,2030-03-03,,20.12166917784498,20.12166917784498,39.492912373030315
3,2030-03-04,,19.939753253076304,19.939753253076304,39.43807969728259
3,2030-03-05,,19.761254154187853,19.761254154187853,39.378010088931006
3,2030-03-06,,19.586138916880984,19.586138916880984,39.317938177299524
3,2030-03-07,,19.414373575518088,19.414373575518088,39.25786398607772
3,2030-03-08,,19.245923173173235,19.245923173173235,39.19778753962977
3,2030-03-09,,19.080751771976963,19.080751771976963,39.13770886298716
3,2030-03-10,,18.9188224637503,18.9188224637503,39.07762798184135
3,2030-03-11,,18.760097380926997,18.760097380926997,39.017544922536146
3,2030-03-12,,18.60453770775901,18.60453770775901,38.96269431837588
3,2030-03-13,,18.45210369180253,18.45210369180253,38.90784159066951
3,2030-03-14,,18.302754655681525,18.302754655681525,38.852986767670345
3,2030-03-15,,18.156449009124824,18.156449009124824,38.79812987825173
3,2030-03-16,,18.01314426127329,18.01314426127329,38.74327095189849
3,2030-03-17,,17.872797033253526,17.872797033253526,38.688410018698235
3,2030-03-18,,17.73536307101461,17.73536307101461,38.6335471093324
3,2030-03-19,,17.60079725842327,17.60079725842327,38.578682255067235
3,2030-03-20,,17.46905363061461,17.46905363061461,38.523815487744486
3,2030-03-21,,17.340085387593888,17.340085387593888,38.46894683977203
3,2030-03-22,,17.213844908085253,17.213844908085253,38.414076344114235
3,2030-03-23,,17.090283763623994,17.090283763623994,38.359204034282236
3,2030-03-24,,16.96935273288681,16.96935273288681,38.30432994432401
3,2030-03-25,,16.85100181625753,16.85100181625753,38.24945410881433
3,2030-03-26,,16.735180250622662,16.735180250622662,38.19457656284446
3,2030-03-27,,16.62183652439314,16.62183652439314,38.13969734201184
3,2030-03-28,,16.5109183927472,16.5109183927472,38.08481648240954
3,2030-03-29,,16.40237289309089,16.40237289309089,38.02993402061555
3,2030-03-30,,16.296146360730095,16.296146360730095,37.97504999368198
3,2030-03-31,,28.41927585889221,28.41927585889221,37.95366331971077
3,2030-04-01,,30.22815484357566,30.22815484357566,37.93750976239853
3,2030-04-02,,30.12855644335405,30.12855644335405,37.92135475383739
3,2030-04-03,,30.03105565127416,30.03105565127416,37.90519833286494
3,2030-04-04,,29.935595534335,29.935595534335,37.889040538736694
3,2030-04-05,,29.84211855566719,29.84211855566719,37.87288141111451
3,2030-04-06,,29.75056659155902,29.75056659155902,37.85672099005487
3,2030-04-07,,29.660880948655727,29.660880948655727,37.84055931599698
3,2030-04-08,,27.662371075996894,27.662371075996894,37.819161823434854
3,2030-04-09,,27.576239803873257,27.576239803873257,37.79776315985318
3,2030-04-10,,27.491795529528865,27.491795529528865,37.7763633667672
3,2030-04-11,,27.40897745632921,27.40897745632921,37.75496248602635
3,2030-04-12,,27.32772430642099,27.32772430642099,37.722178553670624
3,2030-04-13,,27.247974338864637,27.247974338864637,37.68322302354779
3,2030-04-14,,27.169665367904813,27.169665367904813,37.64426653319962
3,2030-04-15,,27.09273478137213,27.09273478137213,37.60530912568776
3,2030-04-16,,27.017119559210983,27.017119559210983,37.56635084434525
3,2030-04-17,,26.94275629212855,26.94275629212855,37.52739173276374
3,2030-04-18,,26.869581200358084,26.869581200358084,37.48843183478052
3,2030-04-19,,26.797530152532723,26.797530152532723,37.44947119446563
3,2030-04-20,,26.72653868466297,26.72653868466297,37.41668045087302
3,2030-04-21,,26.65654201921252,26.65654201921252,37.383889053734656
3,2030-04-22,,26.587475084266945,26.587475084266945,37.35109704774021
3,2030-04-23,,26.519272532789884,26.519272532789884,37.31830447775948
3,2030-04-24,,26.45186876195975,26.45186876195975,37.285511388829185
3,2030-04-25,,26.385197932582983,26.385197932582983,37.25271782613958
3,2030-04-26,,26.319193988576835,26.319193988576835,37.219923835021156
3,2030-04-27,,26.25379067651636,26.25379067651636,37.18712946093114
3,2030-04-28,,26.188921565240378,26.188921565240378,37.15433474944011
3,2030-04-29,,26.12452006550849,26.12452006550849,37.0880408656318
3,2030-04-30,,26.06051944970681,26.06051944970681,37.01651212953366
3,2030-05-01,,25.99685287159363,25.99685287159363,36.944983193291186
3,2030-05-02,,25.93345338607987,25.93345338607987,36.873454102793154
3,2030-05-03,,25.87025396903951,25.87025396903951,36.80192490397396
3,2030-05-04,,25.807187537143054,25.807187537143054,36.730395642800055
3,2030-05-05,,25.744186967708465,25.744186967708465,36.658866365256344
3,2030-05-06,,25.681185118564265,25.681185118564265,36.58733711733261
3,2030-05-07,,25.618114847917333,25.618114847917333,36.52104255132578
3,2030-05-08,,25.55490903422169,25.55490903422169,36.45474810687852
3,2030-05-09,,25.4915005960407,25.4915005960407,36.38845382991346
3,2030-05-10,,25.427822511897624,25.427822511897624,36.32215976630369
3,2030-05-11,,25.36380784010816,25.36380784010816,36.25586596185917
3,2030-05-12,,25.299389738589998,25.299389738589998,36.18957246231314
3,2030-05-13,,25.23450148464188,25.23450148464188,36.123279313308636
3,2030-05-14,,25.16907649468837,25.16907649468837,36.05698656038498
3,2030-05-15,,25.103048343982792,25.103048343982792,35.990694248964246
3,2030-05-16,,25.036350786263363,25.036350786263363,35.924402424337885
3,2030-05-17,,24.96891777335687,24.96891777335687,35.85811113165331
3,2030-05-18,,24.90068347472289,24.90068347472289,35.791820415900496
3,2030-05-19,,24.83158229693438,24.83158229693438,35.72553032189871
3,2030-05-20,,24.761548903087814,24.761548903087814,35.659240894283236
3,2030-05-21,,24.690518232137368,24.690518232137368,35.59295217749216
3,2030-05-22,,24.618425518147525,24.618425518147525,35.5266642157532
3,2030-05-23,,24.545206309458592,24.545206309458592,35.46037705307069
3,2030-05-24,,24.47079648775864,24.47079648775864,35.39409073321247
3,2030-05-25,,24.395132287056995,24.395132287056995,35.32780529969698
3,2030-05-26,,36.5452417266959,36.5452417266959,35.2950196763671
3,2030-05-27,,38.37751027887464,38.37751027887464,35.267469631933174
3,2030-05-28,,38.29770415081792,38.29770415081792,35.23992060277253
3,2030-05-29,,38.216392478720216,38.216392478720216,35.21237263127799
3,2030-05-30,,38.13351353895976,38.13351353895976,35.18482575952943
3,2030-05-31,,42.20343830963861,42.20343830963861,35.16866203541264
3,2030-06-01,,44.36950862589072,44.36950862589072,35.15867008897715
3,2030-06-02,,44.28156226970478,44.28156226970478,35.14867936652532
3,2030-06-03,,42.28117526439414,42.28117526439414,35.13345530244557
3,2030-06-04,,42.18955099572327,42.18955099572327,35.11823254338403
3,2030-06-05,,42.09599948640219,42.09599948640219,35.103011129284695
3,2030-06-06,,42.000462634774,42.000462634774,35.087791099693554
3,2030-06-07,,41.90288292667631,41.90288292667631,35.07257249374688
3,2030-06-08,,39.55093636350417,39.55093636350417,35.05118475539544
3,2030-06-09,,39.4491008348773,39.4491008348773,35.02979851768577
3,2030-06-10,,39.34505360155644,39.34505360155644,35.00841381845608
3,2030-06-11,,39.23873966773829,39.23873966773829,34.9870306950893
3,2030-06-12,,39.13010470837245,39.13010470837245,34.9656491845021
3,2030-06-13,,39.019095085237375,39.019095085237375,34.94426932313383
3,2030-06-14,,38.90565786281275,38.90565786281275,34.92289114693585
3,2030-06-15,,38.789740823943966,38.789740823943966,34.90151469136084
3,2030-06-16,,38.6712924852939,38.6712924852939,34.880139991352316
3,2030-06-17,,38.55026211257796,38.55026211257796,34.85876708133431
3,2030-06-18,,38.4265997355768,38.4265997355768,34.837395995201135
3,2030-06-19,,38.300256162923525,38.300256162923525,34.816026766307424
3,2030-06-20,,38.1711829966602,38.1711829966602,34.79465942745821
3,2030-06-21,,38.039332646559465,38.039332646559465,34.773294010899214
3,2030-06-22,,37.90465834420759,37.90465834420759,34.75193054830735
3,2030-06-23,,37.76711415684339,37.76711415684339,34.730569070781286
3,2030-06-24,,37.62665500095102,37.62665500095102,34.675710728245626
3,2030-06-25,,37.483236655600805,37.483236655600805,34.615619824885904
3,2030-06-26,,37.33681577553469,37.33681577553469,34.555530996327654
3,2030-06-27,,37.187349903993,37.187349903993,34.49544427126643
3,2030-06-28,,37.03479748527804,37.03479748527804,34.43535967777535
3,2030-06-29,,36.87911787705099,36.87911787705099,34.37527724329676
3,2030-06-30,,36.7202713623589,36.7202713623589,34.31519699463413
3,2030-07-01,,36.55821916138727,36.55821916138727,34.25511895794409
3,2030-07-02,,36.39292344293574,36.39292344293574,34.200277765044724
3,2030-07-03,,36.22434733561298,36.22434733561298,34.145438834460016
3,2030-07-04,,36.052454938747495,36.052454938747495,34.090602190360485
3,2030-07-05,,35.8772113330112,35.8772113330112,34.03576785624008
3,2030-07-06,,35.69858259075275,35.69858259075275,33.98093585490912
3,2030-07-07,,35.516535786037004,35.516535786037004,33.926106208487674
3,2030-07-08,,35.33103900438856,35.33103900438856,33.87127893839893
3,2030-07-09,,35.14206135223571,35.14206135223571,33.81645406536289
3,2030-07-10,,34.94957296605225,34.94957296605225,33.76163160939021
3,2030-07-11,,34.75354502119482,34.75354502119482,33.70681158977632
3,2030-07-12,,34.553949740432245,34.553949740432245,33.65199402509569
3,2030-07-13,,34.350760402165534,34.350760402165534,33.597178933196325
3,2030-07-14,,34.14395134833511,34.14395134833511,33.5423663311945
3,2030-07-15,,33.93349799201346,33.93349799201346,33.48755623546968
3,2030-07-16,,33.71937682468077,33.71937682468077,33.4327486616597
3,2030-07-17,,33.50156542318165,33.50156542318165,33.37794362465611
3,2030-07-18,,33.28004245636027,33.28004245636027,33.32314113859979
3,2030-07-19,,33.05478769137261,33.05478769137261,33.26834121687672
3,2030-07-20,,32.82578199967392,32.82578199967392,33.21354387211409
3,2030-07-21,,44.82009877682035,44.82009877682035,33.19224799676319
3,2030-07-22,,46.49416959656673,46.49416959656673,33.17618932765185
3,2030-07-23,,46.2538074793916,46.2538074793916,33.160133268793274
3,2030-07-24,,46.00962907259,46.00962907259,33.14407982974422
3,2030-07-25,,45.76162084742725,45.76162084742725,33.1280290192862
3,2030-07-26,,45.50977040847346,45.50977040847346,33.111980845422906
3,2030-07-27,,45.2540664972716,45.2540664972716,33.09593531537778
3,2030-07-28,,44.99449899566911,44.99449899566911,33.079892435591944
3,2030-07-29,,42.82042762348068,42.82042762348068,33.0586176054063
3,2030-07-30,,42.55310716246926,42.55310716246926,33.037345436007726
3,2030-07-31,,42.28189962667499,42.28189962667499,33.01607593147982
3,2030-08-01,,42.00679948571723,42.00679948571723,32.99480909511754
3,2030-08-02,,41.72780236109983,41.72780236109983,32.97354492942633
3,2030-08-03,,41.44490502750687,41.44490502750687,32.952283436121334
3,2030-08-04,,41.158105413756935,41.158105413756935,32.93102461612687
3,2030-08-05,,40.86740260341614,40.86740260341614,32.90976846957622
3,2030-08-06,,40.57279683506922,40.57279683506922,32.88851499581151
3,2030-08-07,,40.27428950224905,40.27428950224905,32.867264193383974
3,2030-08-08,,39.97188315302413,39.97188315302413,32.84601606005434
3,2030-08-09,,39.66558148924469,39.66558148924469,32.82477059279352
3,2030-08-10,,39.35538936544718,39.35538936544718,32.80352778778347
3,2030-08-11,,39.04131278741777,39.04131278741777,32.78228764041838
3,2030-08-12,,38.72335891041514,38.72335891041514,32.761050145305965
3,2030-08-13,,38.40153603705311,38.40153603705311,32.73981529626911
3,2030-08-14,,38.07585361484374,38.07585361484374,32.718583086347685
3,2030-08-15,,37.74632223340176,37.74632223340176,32.69735350780059
3,2030-08-16,,37.412953621310784,37.412953621310784,32.676126552108094
3,2030-08-17,,37.07576064265273,37.07576064265273,32.654902209974274
3,2030-08-18,,36.73475729320118,36.73475729320118,32.63368047132985
3,2030-08-19,,36.38995869627963,36.38995869627963,32.57896244474843
3,2030-08-20,,36.041381098286415,36.041381098286415,32.5190123928938
3,2030-08-21,,35.68904186388711,35.68904186388711,32.459064909711245
3,2030-08-22,,35.33295947087596,35.33295947087596,32.399119982069976
3,2030-08-23,,34.97315350470816,34.97315350470816,32.33917759608297
3,2030-08-24,,34.60964465270398,34.60964465270398,32.27923773711108
3,2030-08-25,,34.24245469792728,34.24245469792728,32.21930038976739
3,2030-08-26,,33.8716065127394,33.8716065127394,32.15936553792174
3,2030-08-27,,33.497124052030976,33.497124052030976,32.10466777102149
3,2030-08-28,,33.11903234613318,33.11903234613318,32.03859045901722
3,2030-08-29,,32.73735749341097,32.73735749341097,31.966344994945707
3,2030-08-30,,32.352126652539965,32.352126652539965,31.894101954518018
3,2030-08-31,,31.96336803447003,31.96336803447003,31.821861317963798
3,2030-09-01,,31.571110894076995,31.571110894076995,31.749623064801344
3,2030-09-02,,31.175385521505746,31.175385521505746,31.677387173843638
3,2030-09-03,,30.776223233206885,30.776223233206885,31.605153623204696
3,2030-09-04,,30.373656362669585,30.373656362669585,31.532922390305952
3,2030-09-05,,29.967718250853792,29.967718250853792,31.466864046647267
3,2030-09-06,,29.558443236323924,29.558443236323924,31.400807973521015
3,2030-09-07,,29.14586664508759,29.14586664508759,31.334754146311916
3,2030-09-08,,28.730024780142124,28.730024780142124,31.26870253974011
3,2030-09-09,,28.310954910731876,28.310954910731876,31.202653127868608
3,2030-09-10,,27.888695261319512,27.888695261319512,31.136605884110974
3,2030-09-11,,27.463285000275004,27.463285000275004,31.070560781239195
3,2030-09-12,,27.03476422828522,27.03476422828522,31.004517791391727
3,2030-09-13,,26.603173966486864,26.603173966486864,30.938476886081748
3,2030-09-14,,26.16855614432837,26.16855614432837,30.872438036205608
3,2030-09-15,,37.95804500130309,37.95804500130309,30.839900092638082
3,2030-09-16,,39.42813272304294,39.42813272304294,30.812598750797125
3,2030-09-17,,38.98469269190702,38.98469269190702,30.785299373464937
